title,average_rating,pagesNumber,RatingDist4,RatingDistTotal,PublishMonth,PublishDay,Publisher,CountsOfReview,PublishYear,Language,author,genres,description,rating,RatingDist2,RatingDist5,ISBN,RatingDist3
Wire,1:00,148,4:00,total:2,1,10,Abbeville Press,0,1994,,D. Rozensztroch,Science,Sample Description 560,4,2:00,5:01,1558597921,3:01
Wild Things: The Material Culture of Everyday Life,1:00,334,4:05,total:14,1,12,Bloomsbury Academic,1,2000,,Judith Attfield,Fntasy,Sample Description 561,3.64,2:00,5:02,1859733697,3:07
No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,1:00,259,4:33,total:90,30,4,Ignatius Press,7,2006,en-GB,Alex C. Jones,Biography,Sample Description 562,4.27,2:03,5:42,0898709199,3:12
Creative Thought Remedies,1:01,156,4:01,total:3,1,6,DeVorss & Company,0,1986,,Alex Jones,Self-Help,Sample Description 563,3.33,2:00,5:01,0875165664,3:00
Noise,1:00,84,4:00,total:0,1,1,Nick Hern Books,0,1998,,Alex Jones,History,Sample Description 564,0,2:00,5:00,1854593536,3:00
Seven Mansions of Color,1:01,160,4:03,total:10,1,3,DeVorss & Company,0,1983,,Alex Jones,Science,Sample Description 565,3.9,2:00,5:04,0875165001,3:02
Fields of Gold,1:00,96,4:00,total:0,1,9,Oberon Books,0,2005,,Alex Jones,Fntasy,Sample Description 566,0,2:00,5:00,184002528X,3:00
The Trust: The Private and Powerful Family Behind The New York Times,1:02,928,0.214583333,total:154,20,9,Back Bay Books,3,2000,,Susan E. Tifft,Biography,Sample Description 567,3.9699999999999998,2:05,5:45,0316836311,3:33
CSS Cookbook,1:01,252,0.221527778,total:220,18,8,O'Reilly Media,1,2004,,Christopher Schmitt,Self-Help,Sample Description 568,3.89,2:12,0.253472222,0596005768,0.16875
How to Build a Real Estate Empire: Wisdom from the Best in the Business,1:02,255,4:03,total:25,15,9,Foundations of Wealth Pub Co,1,2005,,John  Hamilton,History,Sample Description 569,3.52,2:02,5:08,0977073300,3:10
The Alchemist,1:96579,192,4:570065,total:1955183,2,5,HarperOne,76,2006,eng,Paulo Coelho,Science,Sample Description 570,3.87,2:161603,5:739717,0060887966,3:387219
"Fullmetal Alchemist, Vol. 9 (Fullmetal Alchemist, #9)",1:21,192,1.802777778,total:9398,19,9,VIZ Media LLC,156,2006,eng,Hiromu Arakawa,Fntasy,Sample Description 571,4.58,0.130555556,4.568055556,142150460X,0.59375
"Fullmetal Alchemist, Vol. 3 (Fullmetal Alchemist, #3)",0.088194444,192,3.144444444,total:17487,13,9,VIZ Media LLC,304,2005,eng,Hiromu Arakawa,Biography,Sample Description 572,4.5600000000000005,0.202083333,5:11638,1591169259,1.04375
"Fullmetal Alchemist, Vol. 8 (Fullmetal Alchemist, #8)",1:58,192,2.132638889,total:11979,18,7,VIZ Media LLC,159,2006,eng,Hiromu Arakawa,Self-Help,Sample Description 573,4.57,0.16875,5.827777778,1421504596,0.732638889
"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)",0.936111111,192,4:25561,total:114169,3,5,VIZ Media LLC,1447,2005,eng,Hiromu Arakawa,History,Sample Description 574,4.5,1.55625,5:75128,1591169208,3:10071
"Fullmetal Alchemist, Vol. 4 (Fullmetal Alchemist, #4)",1:17,200,2.252083333,total:11426,8,11,VIZ Media LLC,296,2005,eng,Hiromu Arakawa,Science,Sample Description 575,4.55,0.150694444,5.377777778,1591169291,0.725694444
The Illustrated Alchemist: A Fable about Following Your Dream,1:96579,198,4:570065,total:1955183,1,11,HarperCollins Publishers,33,1998,en-US,Paulo Coelho,Fntasy,Sample Description 576,3.87,2:161603,5:739717,006019250X,3:387219
"Fullmetal Alchemist, Vol. 2 (Fullmetal Alchemist, #2)",1:50,192,3.189583333,total:15766,5,7,VIZ Media LLC,430,2005,eng,Hiromu Arakawa,Biography,Sample Description 577,4.52,0.188888889,7.111111111,1591169232,1.007638889
Bookclub in a Box Discusses Khaled Hosseini's Novel The Kite Runner,1:06,80,4:44,total:156,6,4,Bookclub-In-A-Box,1,2006,,Marilyn Herbert,Self-Help,Sample Description 578,4.18,2:08,0.263888889,1897082282,3:18
Cambridge Wizard Student Guide the Kite Runner,1:00,79,4:00,total:9,21,3,Cambridge University Press,1,2006,,Sue  Sherman,History,Sample Description 579,3.7800000000000002,2:03,5:05,0521682347,3:01
Pompeii,0.325,274,4:14080,total:33848,8,11,Random House Trade Paperbacks,1743,2005,eng,Robert   Harris,Science,Sample Description 580,3.8200000000000003,1.451388889,5.965972222,0812974611,6.44375
Pompeii . . . Buried Alive!,0.086805556,48,0.68125,total:2490,12,10,Random House Books for Young Readers,58,1987,,Edith Kunhardt,Fntasy,Sample Description 581,3.98,0.173611111,0.890277778,0394888669,0.522222222
"Pompeii: The History, Life and Art of the Buried City",1:00,416,4:10,total:46,7,9,White Star Publishers,9,2010,,Marisa Ranieri Panetta,Biography,Sample Description 582,4.57,2:00,5:31,8854400300,3:05
Pompeii: Lost and Found,1:00,40,4:43,total:116,10,1,Knopf Books for Young Readers,13,2006,,Mary Pope Osborne,Self-Help,Sample Description 583,3.71,2:07,5:23,0375828893,3:43
Pompeii: Monuments Past and Present,1:00,56,4:03,total:11,6,1,"Oxford University Press, USA",0,2000,,Alfonso De Franciscis,History,Sample Description 584,4.18,2:00,5:05,8881620758,3:03
A.D. 62: Pompeii,1:10,304,0.210416667,total:208,7,2,iUniverse,32,2003,,Rebecca East,Science,Sample Description 585,3.36,2:28,5:30,059526882X,0.178472222
Pompeii: Public and Private Life,1:03,253,4:25,total:71,15,1,Harvard University Press,5,1999,,Paul Zanker,Fntasy,Sample Description 586,3.42,2:07,5:09,0674689674,3:27
The Last Days of Pompeii,1:49,360,0.598611111,total:1824,3,12,Borgo Press,68,2002,eng,Edward Bulwer-Lytton,Biography,Sample Description 587,3.6,0.209027778,0.467361111,158715739X,0.540972222
Of Mice and Men,1:54005,103,4:651494,total:1857114,8,1,Penguin Books,25882,2002,eng,John Steinbeck,Self-Help,Sample Description 588,3.87,2:128601,5:601885,0142000671,3:421129
Cliffsnotes on Steinbeck's of Mice and Men,1:06,80,4:11,total:46,7,12,Cliffs Notes,3,2000,,Susan Van Kirk,History,Sample Description 589,3.91,2:01,5:22,0764586769,3:06
Of Mice and Men (SparkNotes Literature Guide),1:03,72,4:04,total:19,10,1,SparkNotes,1,2002,,SparkNotes,Science,Sample Description 590,3.89,2:01,5:10,,3:01
The Game: Penetrating the Secret Society of Pickup Artists,0.720138889,464,6.225694444,total:24330,6,9,It Books,1607,2005,en-US,Neil Strauss,Fntasy,Sample Description 591,3.74,1.495138889,4.80625,0060554738,4.273611111
The Westing Game,2.414583333,182,4:51590,total:153989,12,4,Puffin,8918,2004,eng,Ellen Raskin,Biography,Sample Description 592,4.02,5.956944444,5:60642,014240120X,3:29882
The Egypt Game,0.672222222,215,4:11041,total:32241,7,7,Turtleback Books,1142,2009,eng,Zilpha Keatley Snyder,Self-Help,Sample Description 593,3.83,1.690277778,7.067361111,0808553038,5.750694444
The Inner Game of Tennis: The Classic Guide to the Mental Side of Peak Performance,0.084722222,134,2.190972222,total:8226,27,5,Random House Trade Paperbacks,601,1997,,W. Timothy Gallwey,History,Sample Description 594,4.25,0.253472222,2.88125,0679778314,0.927083333
"Jim Cramer's Mad Money: Watch TV, Get Rich",1:35,240,0.346527778,total:774,5,12,Simon  Schuster,57,2006,,James J. Cramer,Science,Sample Description 595,3.49,0.140972222,0.304166667,1416537902,0.304861111
Trading with the Enemy: Seduction and Betrayal on Jim Cramer's Wall Street,1:03,208,4:29,total:87,1,3,HarperCollins Publishers,7,2002,,Nicholas W. Maier,Fntasy,Sample Description 596,3.75,2:04,5:23,0060086513,3:28
The Forewarned Investor: Don't Get Fooled Again by Corporate Fraud,1:00,221,4:01,total:6,1,6,Career Press,0,2006,,Brett S. Messing,Biography,Sample Description 597,3.33,2:01,5:01,1564148815,3:03
"A Lonely Resurrection (John Rain, #2)",0.092361111,352,2.705555556,total:8220,5,2,Barry Eisler,244,2013,eng,Barry Eisler,Self-Help,Sample Description 598,4.11,0.211111111,2.229166667,,1.095138889
And a Hard Rain Fell,1:11,368,0.364583333,total:703,31,3,Sourcebooks,57,2004,,John Ketwig,History,Sample Description 599,4.13,2:21,0.399305556,157071987X,0.202083333
Hard Rain,1:00,368,4:13,total:44,27,7,Vintage,0,1993,,Tim Riley,Science,Sample Description 600,3.45,2:07,5:07,0679745270,3:17
"A Clean Kill in Tokyo (John Rain, #1)",0.254861111,363,4.552083333,total:15281,1,7,Barry Eisler,592,2002,eng,Barry Eisler,Fntasy,Sample Description 601,3.96,0.586111111,3.555555556,,2.288194444
Memoirs of a Geisha,1:26143,503,4:596547,total:1658024,22,11,Vintage Books USA,3901,2005,eng,Arthur Golden,Biography,Sample Description 602,4.11,2:64958,5:682314,1400096898,3:288062
Memoirs of a Geisha: A Portrait of the Film,1:04,144,4:49,total:147,20,10,Newmarket Press,8,2005,eng,David        James,Self-Help,Sample Description 603,4.1,2:06,0.252083333,1557046832,3:25
Geisha of Gion,0.188888889,334,5.115972222,total:18324,6,5,Pocket Books,160,2003,eng,Mineko Iwasaki,History,Sample Description 604,3.93,0.734027778,4.13125,074343059X,3.179861111
Memoirs Of A Geisha,1:26143,3,4:596547,total:1658024,3,1,,5,2006,eng,Arthur Golden,Science,Sample Description 605,4.11,2:64958,5:682314,0007229577,3:288062
How to Make Anyone Fall in Love with You,0.093055556,336,0.364583333,total:1089,22,9,McGraw-Hill Education,72,1997,,Leil Lowndes,Fntasy,Sample Description 606,3.58,0.171527778,0.424305556,0809229897,0.327777778
How To Get Laid: The Rules On How To Succeed With Women And How To Make Anyone Fall In Love With You,1:01,222,4:00,total:2,30,6,The David Olson Company,0,2000,,Michael James,Biography,Sample Description 607,3,2:00,5:01,0971320500,3:00
Love As A Foreign Language #5,1:00,58,4:03,total:9,1,2,Oni Press,2,2006,eng,J. Torres,Self-Help,Sample Description 608,3.44,2:01,5:01,1932664394,3:04
Marriage Special Package- 2 books- Five Love Languages/Fight Fair,1:00,400,4:13,total:40,1,8,Moody Publishers,10,2003,,Gary Chapman,History,Sample Description 609,4.3,2:01,5:20,0802415075,3:06
Jungle Love,1:08,95,4:12,total:65,1,8,Cambridge University Press,7,2002,eng,Margaret Johnson,Science,Sample Description 610,3.45,2:05,5:19,0521750849,3:21
Building Literacy with Love: A Guide for Teachers and Caregivers of Children Birth Through Age 5,1:01,366,4:06,total:15,30,11,Zero to Three,1,2004,,betty S. Bardige,Fntasy,Sample Description 611,3.6,2:01,5:03,0943657822,3:04
The Five Love Languages: Men's Edition: How to Express Heartfelt Commitment to Your Mate,1:25,202,0.660416667,total:2057,1,5,Northfield Press,95,2004,,Gary Chapman,Biography,Sample Description 612,4.27,2:51,0.906944444,1881273105,0.308333333
The Five Love Languages of Children,0.145833333,224,4.530555556,total:17438,1,6,Moody Publishers,1244,1997,,Gary Chapman,Self-Help,Sample Description 613,4.2,0.420833333,5.563888889,1881273652,2.073611111
"Cinco Lenguajes del Amor Para Solteros, Los: Five Love Languages for Singles",0.098611111,235,2.122222222,total:8132,1,3,Editorial Unilit,2,2006,,Gary Chapman,History,Sample Description 614,4.17,0.29375,2.709722222,0789912910,1.047916667
The Five Love Languages of Teenagers,1:40,272,0.78125,total:2430,1,1,Northfield Publishing,14,2001,,Gary Chapman,Science,Sample Description 615,4.12,0.150694444,0.907638889,1881273393,0.403472222
The 5 Love Languages / The 5 Love Languages Journal,1:00,0,4:07,total:29,1,1,Moody Publishers,4,2005,eng,Gary Chapman,Fntasy,Sample Description 616,4.69,2:00,5:21,0802415318,3:01
Five Love Languages Journal: How To Express Heartfelt Commitment To Your Mate,1:00,144,4:04,total:11,1,1,Northfield Publishing,2,2005,,Gary Chapman,Biography,Sample Description 617,4.18,2:01,5:05,1881273717,3:01
Los Cinco Lenguajes Del Amor/the Five Languages of Love,2.771527778,196,4:86423,total:273142,6,5,Editorial Unilit,5,2004,,Gary Chapman,Self-Help,Sample Description 618,4.25,6.063194444,5:135769,0789912864,3:38408
"Angels & Demons (Robert Langdon, #1)",1:91925,736,4:875274,total:2559156,1,4,Pocket Books,21462,2006,eng,Dan Brown,History,Sample Description 619,3.9,2:167777,5:884154,1416524797,3:540026
Angels and Demons: What Do We Really Know About Them?,1:06,157,0.267361111,total:431,1,12,Ignatius Press,22,1995,,Peter Kreeft,Science,Sample Description 620,4.05,2:25,0.328472222,0898705509,0.181944444
"Angels, Demons & Gods of the New Millenium: Musings on Modern Magick",1:03,192,4:54,total:180,1,9,Weiser Books,2,1997,,Lon Milo DuQuette,Fntasy,Sample Description 621,4.09,2:09,0.263194444,157863010X,3:35
Angels and Demons in Art,1:00,384,4:33,total:90,1,11,J. Paul Getty Museum,7,2005,,Rosa Giorgi,Biography,Sample Description 622,4.11,2:03,5:35,0892368306,3:19
Secrets of Angels and Demons,1:08,384,4:45,total:164,14,3,Da Capo Press,0,2006,,Dan Burstein,Self-Help,Sample Description 623,3.46,2:20,5:33,1593153589,3:58
"Ángeles y demonios (Robert Langdon, #1)",1:91925,508,4:875274,total:2559156,1,12,Umbriel,20,2005,spa,Dan Brown,History,Sample Description 624,3.9,2:167777,5:884154,849561877X,3:540026
Angeles & Demonios,1:91925,18,4:875274,total:2559156,1,12,FonoLibro,7,2005,spa,Dan Brown,Science,Sample Description 625,3.9,2:167777,5:884154,0972859896,3:540026
"Angel Customers & Demon Customers: Discover Which is Which, and Turbo-Charge Your Stock",1:02,256,4:04,total:24,2,6,Portfolio,3,2003,,Larry Selden,Fntasy,Sample Description 626,3.42,2:02,5:06,1591840074,3:10
"The Da Vinci Code (Robert Langdon, #2)",1:76836,489,4:638116,total:1843585,28,3,Anchor,36086,2006,eng,Dan Brown,Biography,Sample Description 627,3.84,2:138044,5:605134,0307277674,3:385455
The Da Vinci Code,1:76836,467,4:638116,total:1843585,28,3,Broadway Books,105,2006,eng,Dan Brown,Self-Help,Sample Description 628,3.84,2:138044,5:605134,076792603X,3:385455
Fodor's Guide to The Da Vinci Code: On the Trail of the Bestselling Novel,1:02,256,4:17,total:41,14,11,Fodor's,8,2006,,Jennifer Paull,History,Sample Description 629,3.59,2:05,5:08,140001672X,3:09
"Da Vinci Code (Robert Langdon, #2)",1:76836,744,4:638116,total:1843585,3,5,Pocket,16,2005,fre,Dan Brown,Science,Sample Description 630,3.84,2:138044,5:605134,2266144340,3:385455
"Who Can Crack the Leonardo Da Vinci Code? (Museum of Adventures, #1)",1:02,112,4:10,total:39,1,4,Prestel Publishing,0,2005,,Thomas C. Brezina,Fntasy,Sample Description 631,3.54,2:05,5:10,3791333224,3:12
The Da Vinci Code: Fact or Fiction?,1:08,96,4:48,total:157,1,5,Tyndale House Publishers,12,2004,,Hank Hanegraaff,Biography,Sample Description 632,3.68,2:17,5:46,1414302797,3:38
Deception Point,1:16286,736,4:193208,total:571784,1,4,Pocket Books,411,2006,eng,Dan Brown,Self-Help,Sample Description 633,3.71,2:49831,5:147938,1416524800,3:164521
"Point Deception (Cape Perdido, #1)",1:05,368,0.379861111,total:745,1,5,Grand Central Publishing,37,2002,,Marcia Muller,History,Sample Description 634,3.7,2:38,0.298611111,0446611360,0.309027778
A Killing Rain: The Global Threat of Acid Precipitation,1:00,206,4:00,total:2,12,9,"Random House, Inc.",0,1984,,Thomas F. Pawlick,Science,Sample Description 635,4,2:00,5:01,0871568233,3:01
"A Killing Rain (Louis Kincaid, #6)",1:07,383,0.352083333,total:602,1,2,Pinnacle,41,2005,eng,P.J. Parrish,Fntasy,Sample Description 636,4.04,2:14,0.343055556,078601606X,0.208333333
"Winner Take All (John Rain, #3)",0.115277778,384,2.459722222,total:7677,28,6,Barry Eisler,154,2004,en-GB,Barry Eisler,Biography,Sample Description 637,4.14,0.216666667,2.235416667,,0.929166667
A Storm Without Rain: A Novel in Time,1:00,179,4:10,total:32,1,11,Wooden Boat Publications,10,2004,,Jan Adkins,Self-Help,Sample Description 638,4.09,2:01,5:13,0937822809,3:08
"Eye of the Storm (Hudson, #3)",0.09375,368,0.9125,total:3930,4,2,,5,2002,eng,V.C. Andrews,History,Sample Description 639,3.8200000000000003,0.319444444,1.13125,0743409159,0.897222222
Storm in a Rain Barrel,1:05,262,4:24,total:94,31,12,John Curley & Associates,0,1991,,Anne Mather,Science,Sample Description 640,3.23,2:20,5:14,0792706056,3:31
What Every Investor Needs to Know about Accounting Fraud,1:01,176,4:03,total:15,2,12,McGraw-Hill Companies,2,2003,,Jeff Madura,Fntasy,Sample Description 641,3.27,2:03,5:03,0071422765,3:05
What Every Fidelity Investor Needs to Know,1:00,338,4:00,total:7,1,11,Wiley,1,2006,,James Lowell,Biography,Sample Description 642,3.86,2:00,5:03,0470036273,3:04
The Real Estate Investor's Tax Guide,1:00,289,4:00,total:1,1,12,Kaplan Publishing,0,1995,,Vernon Hoven,Self-Help,Sample Description 643,5,2:00,5:01,0793114772,3:00
The Millionaire Next Door: The Surprising Secrets of America's Wealthy,0.768055556,258,4:24457,total:69771,1,10,Gallery Books,2662,1998,eng,Thomas J. Stanley,History,Sample Description 644,4.03,2.393055556,5:26530,0671015206,3:14412
Millionaire Women Next Door: The Many Journeys of Successful American Businesswomen,1:12,320,0.2875,total:635,1,5,Andrews McMeel Publishing,64,2004,,Thomas J. Stanley,Science,Sample Description 645,3.88,2:51,0.368055556,0740745328,0.241666667
